"board_name","list_name","card_name","osic_epic","days_since","checklist_count","checklist_item_count","checked_item_count","label_count","assignment_count","label_detail","assignnment_detail","url"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: FEATCL: move feature matrix to doc utils","FEATCL",20,0,0,0,3,1,"newton-2","<No detail>","https://trello.com/c/ly7gZfk6/79-nova-featcl-move-feature-matrix-to-doc-utils"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","CFGDFT work on cross project specification","CFGDFT",4,1,3,2,3,1,"Nova","<No detail>","https://trello.com/c/QHgkFP8l/74-cfgdft-work-on-cross-project-specification"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","CFGDFT work on cross project specification","CFGDFT",4,1,3,2,3,1,"High Priority","<No detail>","https://trello.com/c/QHgkFP8l/74-cfgdft-work-on-cross-project-specification"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","CFGDFT work on cross project specification","CFGDFT",4,1,3,2,3,1,"newton-2","<No detail>","https://trello.com/c/QHgkFP8l/74-cfgdft-work-on-cross-project-specification"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: Privsep","opportunistic",24,0,0,0,3,0,"Nova","<No detail>","https://trello.com/c/TPJtDOak/39-nova-privsep"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: Privsep","opportunistic",24,0,0,0,3,0,"High Priority","<No detail>","https://trello.com/c/TPJtDOak/39-nova-privsep"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: Privsep","opportunistic",24,0,0,0,3,0,"Review & Monitor","<No detail>","https://trello.com/c/TPJtDOak/39-nova-privsep"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: Help get tempest job to test bleeding edge libvirt+kvm+qemu","opportunistic",24,0,0,0,3,1,"Nova","<No detail>","https://trello.com/c/UuDWPjy9/27-nova-help-get-tempest-job-to-test-bleeding-edge-libvirt-kvm-qemu"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: Help get tempest job to test bleeding edge libvirt+kvm+qemu","opportunistic",24,0,0,0,3,1,"Medium Priority","<No detail>","https://trello.com/c/UuDWPjy9/27-nova-help-get-tempest-job-to-test-bleeding-edge-libvirt-kvm-qemu"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: Help get tempest job to test bleeding edge libvirt+kvm+qemu","opportunistic",24,0,0,0,3,1,"newton-2","<No detail>","https://trello.com/c/UuDWPjy9/27-nova-help-get-tempest-job-to-test-bleeding-edge-libvirt-kvm-qemu"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: SCHDSP - Scheduler Resource Object work","opportunistic",24,0,0,0,4,1,"Nova","<No detail>","https://trello.com/c/IqIubAYT/32-nova-schdsp-scheduler-resource-object-work"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: SCHDSP - Scheduler Resource Object work","opportunistic",24,0,0,0,4,1,"Review & Monitor","<No detail>","https://trello.com/c/IqIubAYT/32-nova-schdsp-scheduler-resource-object-work"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: SCHDSP - Scheduler Resource Object work","opportunistic",24,0,0,0,4,1,"Medium Priority","<No detail>","https://trello.com/c/IqIubAYT/32-nova-schdsp-scheduler-resource-object-work"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Waiting on OSIC","Nova: SCHDSP - Scheduler Resource Object work","opportunistic",24,0,0,0,4,1,"newton-3","<No detail>","https://trello.com/c/IqIubAYT/32-nova-schdsp-scheduler-resource-object-work"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: FEATCL: prototype feature matrix framework","FEATCL",23,0,0,0,3,2,"Nova","<No detail>","https://trello.com/c/o1ql8N1t/78-nova-featcl-prototype-feature-matrix-framework"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: FEATCL: prototype feature matrix framework","FEATCL",23,0,0,0,3,2,"newton-1","<No detail>","https://trello.com/c/o1ql8N1t/78-nova-featcl-prototype-feature-matrix-framework"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: FEATCL: prototype feature matrix framework","FEATCL",23,0,0,0,3,2,"High Priority","<No detail>","https://trello.com/c/o1ql8N1t/78-nova-featcl-prototype-feature-matrix-framework"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: FEATCL: adding docs for NUMA","FEATCL",24,0,0,0,3,1,"Nova","<No detail>","https://trello.com/c/UgThMphx/114-nova-featcl-adding-docs-for-numa"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: FEATCL: adding docs for NUMA","FEATCL",24,0,0,0,3,1,"newton-1","<No detail>","https://trello.com/c/UgThMphx/114-nova-featcl-adding-docs-for-numa"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: FEATCL: adding docs for NUMA","FEATCL",24,0,0,0,3,1,"Medium Priority","<No detail>","https://trello.com/c/UgThMphx/114-nova-featcl-adding-docs-for-numa"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Finish multitenant networking work left over from Mitaka","opportunistic",22,0,0,0,3,0,"Ironic","<No detail>","https://trello.com/c/eJ71v3WW/45-ironic-finish-multitenant-networking-work-left-over-from-mitaka"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Finish multitenant networking work left over from Mitaka","opportunistic",22,0,0,0,3,0,"High Priority","<No detail>","https://trello.com/c/eJ71v3WW/45-ironic-finish-multitenant-networking-work-left-over-from-mitaka"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Finish multitenant networking work left over from Mitaka","opportunistic",22,0,0,0,3,0,"newton-2","<No detail>","https://trello.com/c/eJ71v3WW/45-ironic-finish-multitenant-networking-work-left-over-from-mitaka"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: Multi-compute support for ironic virt driver","opportunistic",22,0,0,0,3,1,"Ironic","<No detail>","https://trello.com/c/urnNlZOb/47-nova-multi-compute-support-for-ironic-virt-driver"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: Multi-compute support for ironic virt driver","opportunistic",22,0,0,0,3,1,"High Priority","<No detail>","https://trello.com/c/urnNlZOb/47-nova-multi-compute-support-for-ironic-virt-driver"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Nova: Multi-compute support for ironic virt driver","opportunistic",22,0,0,0,3,1,"newton-3","<No detail>","https://trello.com/c/urnNlZOb/47-nova-multi-compute-support-for-ironic-virt-driver"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Boot from volume","opportunistic",22,0,0,0,3,0,"Ironic","<No detail>","https://trello.com/c/XO65KU6J/50-ironic-boot-from-volume"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Boot from volume","opportunistic",22,0,0,0,3,0,"Medium Priority","<No detail>","https://trello.com/c/XO65KU6J/50-ironic-boot-from-volume"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Boot from volume","opportunistic",22,0,0,0,3,0,"newton-3","<No detail>","https://trello.com/c/XO65KU6J/50-ironic-boot-from-volume"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: RLGUPD","RLGUPD",14,0,0,0,3,0,"Ironic","<No detail>","https://trello.com/c/b4vNgBKv/44-ironic-rlgupd"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: RLGUPD","RLGUPD",14,0,0,0,3,0,"High Priority","<No detail>","https://trello.com/c/b4vNgBKv/44-ironic-rlgupd"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: RLGUPD","RLGUPD",14,0,0,0,3,0,"newton-3","<No detail>","https://trello.com/c/b4vNgBKv/44-ironic-rlgupd"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Notification support","opportunistic",22,0,0,0,3,0,"Ironic","<No detail>","https://trello.com/c/D3AHxBMu/48-ironic-notification-support"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Notification support","opportunistic",22,0,0,0,3,0,"Low Priority","<No detail>","https://trello.com/c/D3AHxBMu/48-ironic-notification-support"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: Notification support","opportunistic",22,0,0,0,3,0,"newton-3","<No detail>","https://trello.com/c/D3AHxBMu/48-ironic-notification-support"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: CFGDFT - Centralize Configuration","CFGDFT",22,0,0,0,3,0,"Ironic","<No detail>","https://trello.com/c/UhMmUUCE/43-ironic-cfgdft-centralize-configuration"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: CFGDFT - Centralize Configuration","CFGDFT",22,0,0,0,3,0,"High Priority","<No detail>","https://trello.com/c/UhMmUUCE/43-ironic-cfgdft-centralize-configuration"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Ironic: CFGDFT - Centralize Configuration","CFGDFT",22,0,0,0,3,0,"newton-2","<No detail>","https://trello.com/c/UhMmUUCE/43-ironic-cfgdft-centralize-configuration"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Specs Proposed - Improve help text","CFGDFT",10,0,0,0,2,0,"newton-1","<No detail>","https://trello.com/c/h70MJ03V/125-glance-cfgdft-specs-proposed-improve-help-text"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Specs Proposed - Improve help text","CFGDFT",10,0,0,0,2,0,"Glance","<No detail>","https://trello.com/c/h70MJ03V/125-glance-cfgdft-specs-proposed-improve-help-text"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Specs Proposed - Centralization of options","CFGDFT",10,0,0,0,2,0,"newton-1","<No detail>","https://trello.com/c/hMYBKFTS/126-glance-cfgdft-specs-proposed-centralization-of-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Specs Proposed - Centralization of options","CFGDFT",10,0,0,0,2,0,"Glance","<No detail>","https://trello.com/c/hMYBKFTS/126-glance-cfgdft-specs-proposed-centralization-of-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Email glance_store maintainer to improve the help text on store options for their backend stores","CFGDFT",10,0,0,0,2,0,"Glance","<No detail>","https://trello.com/c/FdskIedk/123-glance-cfgdft-email-glance-store-maintainer-to-improve-the-help-text-on-store-options-for-their-backend-stores"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Email glance_store maintainer to improve the help text on store options for their backend stores","CFGDFT",10,0,0,0,2,0,"newton-1","<No detail>","https://trello.com/c/FdskIedk/123-glance-cfgdft-email-glance-store-maintainer-to-improve-the-help-text-on-store-options-for-their-backend-stores"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Example patches up and merged","CFGDFT",10,0,0,0,2,0,"newton-1","<No detail>","https://trello.com/c/Pdu6m6kD/124-glance-cfgdft-example-patches-up-and-merged"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Review","Glance: CFGDFT - Example patches up and merged","CFGDFT",10,0,0,0,2,0,"Glance","<No detail>","https://trello.com/c/Pdu6m6kD/124-glance-cfgdft-example-patches-up-and-merged"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance: review design summit ideas","opportunistic",46,0,0,0,1,2,"Glance","<No detail>","https://trello.com/c/lVLX36Zf/36-glance-review-design-summit-ideas"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","CFGDFT - create newton blueprint","CFGDFT",24,0,0,0,2,1,"Nova","<No detail>","https://trello.com/c/WEtTygcv/25-cfgdft-create-newton-blueprint"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","CFGDFT - create newton blueprint","CFGDFT",24,0,0,0,2,1,"newton-1","<No detail>","https://trello.com/c/WEtTygcv/25-cfgdft-create-newton-blueprint"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova Bug Scrub day","opportunistic",23,0,0,0,2,2,"Nova","<No detail>","https://trello.com/c/wb5Z2WcH/80-nova-bug-scrub-day"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova Bug Scrub day","opportunistic",23,0,0,0,2,2,"newton-1","<No detail>","https://trello.com/c/wb5Z2WcH/80-nova-bug-scrub-day"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova: review design summit ideas","opportunistic",24,0,0,0,3,1,"Nova","<No detail>","https://trello.com/c/9VeQ9kHS/35-nova-review-design-summit-ideas"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova: review design summit ideas","opportunistic",24,0,0,0,3,1,"Review & Monitor","<No detail>","https://trello.com/c/9VeQ9kHS/35-nova-review-design-summit-ideas"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova: review design summit ideas","opportunistic",24,0,0,0,3,1,"newton-1","<No detail>","https://trello.com/c/9VeQ9kHS/35-nova-review-design-summit-ideas"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova api-ref sprint - 9th May and 10th May","opportunistic",23,0,0,0,3,6,"Nova","<No detail>","https://trello.com/c/yzQWTkM1/109-nova-api-ref-sprint-9th-may-and-10th-may"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova api-ref sprint - 9th May and 10th May","opportunistic",23,0,0,0,3,6,"Medium Priority","<No detail>","https://trello.com/c/yzQWTkM1/109-nova-api-ref-sprint-9th-may-and-10th-may"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova api-ref sprint - 9th May and 10th May","opportunistic",23,0,0,0,3,6,"newton-1","<No detail>","https://trello.com/c/yzQWTkM1/109-nova-api-ref-sprint-9th-may-and-10th-may"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova: CFGDFT move config options","CFGDFT",15,1,4,3,3,6,"Nova","<No detail>","https://trello.com/c/Q64pnmqQ/71-nova-cfgdft-move-config-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova: CFGDFT move config options","CFGDFT",15,1,4,3,3,6,"newton-1","<No detail>","https://trello.com/c/Q64pnmqQ/71-nova-cfgdft-move-config-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Nova: CFGDFT move config options","CFGDFT",15,1,4,3,3,6,"High Priority","<No detail>","https://trello.com/c/Q64pnmqQ/71-nova-cfgdft-move-config-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Magnum: MGTMVS - Create blueprint for Heat template versioning","opportunistic",44,1,3,3,1,1,"Magnum","<No detail>","https://trello.com/c/hgpUdJCg/62-magnum-mgtmvs-create-blueprint-for-heat-template-versioning"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Magnum: MGTMVS - Implement blueprint that is accepted by the community.","opportunistic",22,0,0,0,1,1,"Magnum","<No detail>","https://trello.com/c/ckxXjyZc/63-magnum-mgtmvs-implement-blueprint-that-is-accepted-by-the-community"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","MGAPIM - Delete '/container' endpoint from Magnum codebase","opportunistic",22,1,2,1,3,1,"Magnum","<No detail>","https://trello.com/c/4UYqBADw/111-mgapim-delete-container-endpoint-from-magnum-codebase"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","MGAPIM - Delete '/container' endpoint from Magnum codebase","opportunistic",22,1,2,1,3,1,"High Priority","<No detail>","https://trello.com/c/4UYqBADw/111-mgapim-delete-container-endpoint-from-magnum-codebase"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","MGAPIM - Delete '/container' endpoint from Magnum codebase","opportunistic",22,1,2,1,3,1,"newton-1","<No detail>","https://trello.com/c/4UYqBADw/111-mgapim-delete-container-endpoint-from-magnum-codebase"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Magnum: MGCOEDR - Complete blueprint and spec for COE drivers","opportunistic",16,1,5,5,3,1,"Magnum","<No detail>","https://trello.com/c/a2ti6HBS/65-magnum-mgcoedr-complete-blueprint-and-spec-for-coe-drivers"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Magnum: MGCOEDR - Complete blueprint and spec for COE drivers","opportunistic",16,1,5,5,3,1,"Medium Priority","<No detail>","https://trello.com/c/a2ti6HBS/65-magnum-mgcoedr-complete-blueprint-and-spec-for-coe-drivers"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Magnum: MGCOEDR - Complete blueprint and spec for COE drivers","opportunistic",16,1,5,5,3,1,"newton-1","<No detail>","https://trello.com/c/a2ti6HBS/65-magnum-mgcoedr-complete-blueprint-and-spec-for-coe-drivers"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: move most jobs to use tinyipa","opportunistic",14,0,0,0,3,1,"Ironic","<No detail>","https://trello.com/c/hpnsf09d/142-ironic-ci-improvements-move-most-jobs-to-use-tinyipa"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: move most jobs to use tinyipa","opportunistic",14,0,0,0,3,1,"High Priority","<No detail>","https://trello.com/c/hpnsf09d/142-ironic-ci-improvements-move-most-jobs-to-use-tinyipa"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: move most jobs to use tinyipa","opportunistic",14,0,0,0,3,1,"newton-1","<No detail>","https://trello.com/c/hpnsf09d/142-ironic-ci-improvements-move-most-jobs-to-use-tinyipa"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: move most jobs to use iPXE","opportunistic",14,0,0,0,3,1,"Ironic","<No detail>","https://trello.com/c/U1gZtiYF/143-ironic-ci-improvements-move-most-jobs-to-use-ipxe"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: move most jobs to use iPXE","opportunistic",14,0,0,0,3,1,"newton-1","<No detail>","https://trello.com/c/U1gZtiYF/143-ironic-ci-improvements-move-most-jobs-to-use-ipxe"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: move most jobs to use iPXE","opportunistic",14,0,0,0,3,1,"High Priority","<No detail>","https://trello.com/c/U1gZtiYF/143-ironic-ci-improvements-move-most-jobs-to-use-ipxe"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: tempest microversion framework","opportunistic",22,0,0,0,2,0,"Ironic","<No detail>","https://trello.com/c/e17bV6f7/139-ironic-ci-improvements-tempest-microversion-framework"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: tempest microversion framework","opportunistic",22,0,0,0,2,0,"newton-1","<No detail>","https://trello.com/c/e17bV6f7/139-ironic-ci-improvements-tempest-microversion-framework"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance: CFGDFT - List of Glance options","CFGDFT",10,0,0,0,2,0,"Glance","<No detail>","https://trello.com/c/9UA8yG1A/122-glance-cfgdft-list-of-glance-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance: CFGDFT - List of Glance options","CFGDFT",10,0,0,0,2,0,"newton-1","<No detail>","https://trello.com/c/9UA8yG1A/122-glance-cfgdft-list-of-glance-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: get grenade passing","opportunistic",6,0,0,0,3,1,"Ironic","<No detail>","https://trello.com/c/3ATtXxsf/141-ironic-ci-improvements-get-grenade-passing"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: get grenade passing","opportunistic",6,0,0,0,3,1,"High Priority","<No detail>","https://trello.com/c/3ATtXxsf/141-ironic-ci-improvements-get-grenade-passing"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Ironic: CI Improvements: get grenade passing","opportunistic",6,0,0,0,3,1,"newton-1","<No detail>","https://trello.com/c/3ATtXxsf/141-ironic-ci-improvements-get-grenade-passing"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance/Nova: Transition Nova to using Images v2 API","opportunistic",3,1,3,3,5,0,"Review & Monitor","<No detail>","https://trello.com/c/Lz5YdrIw/103-glance-nova-transition-nova-to-using-images-v2-api"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance/Nova: Transition Nova to using Images v2 API","opportunistic",3,1,3,3,5,0,"Nova","<No detail>","https://trello.com/c/Lz5YdrIw/103-glance-nova-transition-nova-to-using-images-v2-api"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance/Nova: Transition Nova to using Images v2 API","opportunistic",3,1,3,3,5,0,"Glance","<No detail>","https://trello.com/c/Lz5YdrIw/103-glance-nova-transition-nova-to-using-images-v2-api"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance/Nova: Transition Nova to using Images v2 API","opportunistic",3,1,3,3,5,0,"Medium Priority","<No detail>","https://trello.com/c/Lz5YdrIw/103-glance-nova-transition-nova-to-using-images-v2-api"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Done","Glance/Nova: Transition Nova to using Images v2 API","opportunistic",3,1,3,3,5,0,"newton-2","<No detail>","https://trello.com/c/Lz5YdrIw/103-glance-nova-transition-nova-to-using-images-v2-api"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_swift>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/BLdd1bNR/86-osau16-ubuntu-16-04-support-role-os-swift"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_swift>","opportunistic",31,1,4,0,3,0,"Low Priority","<No detail>","https://trello.com/c/BLdd1bNR/86-osau16-ubuntu-16-04-support-role-os-swift"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_swift>","opportunistic",31,1,4,0,3,0,"newton-2","<No detail>","https://trello.com/c/BLdd1bNR/86-osau16-ubuntu-16-04-support-role-os-swift"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_designate>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/SRv2DY99/76-osau16-ubuntu-16-04-support-role-os-designate"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_designate>","opportunistic",31,1,4,0,3,0,"Low Priority","<No detail>","https://trello.com/c/SRv2DY99/76-osau16-ubuntu-16-04-support-role-os-designate"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_designate>","opportunistic",31,1,4,0,3,0,"newton-2","<No detail>","https://trello.com/c/SRv2DY99/76-osau16-ubuntu-16-04-support-role-os-designate"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_tempest>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/8g4cor9K/88-osau16-ubuntu-16-04-support-role-os-tempest"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_tempest>","opportunistic",31,1,4,0,3,0,"Low Priority","<No detail>","https://trello.com/c/8g4cor9K/88-osau16-ubuntu-16-04-support-role-os-tempest"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_tempest>","opportunistic",31,1,4,0,3,0,"newton-2","<No detail>","https://trello.com/c/8g4cor9K/88-osau16-ubuntu-16-04-support-role-os-tempest"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_cinder>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/qPMRmous/75-osau16-ubuntu-16-04-support-role-os-cinder"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_cinder>","opportunistic",31,1,4,0,3,0,"Low Priority","<No detail>","https://trello.com/c/qPMRmous/75-osau16-ubuntu-16-04-support-role-os-cinder"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_cinder>","opportunistic",31,1,4,0,3,0,"newton-2","<No detail>","https://trello.com/c/qPMRmous/75-osau16-ubuntu-16-04-support-role-os-cinder"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_horizon>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/hjhAiI6K/80-osau16-ubuntu-16-04-support-role-os-horizon"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_horizon>","opportunistic",31,1,4,0,3,0,"Low Priority","<No detail>","https://trello.com/c/hjhAiI6K/80-osau16-ubuntu-16-04-support-role-os-horizon"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_horizon>","opportunistic",31,1,4,0,3,0,"newton-2","<No detail>","https://trello.com/c/hjhAiI6K/80-osau16-ubuntu-16-04-support-role-os-horizon"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_rally>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/lJduUqPL/85-osau16-ubuntu-16-04-support-role-os-rally"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_rally>","opportunistic",31,1,4,0,3,0,"Low Priority","<No detail>","https://trello.com/c/lJduUqPL/85-osau16-ubuntu-16-04-support-role-os-rally"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_rally>","opportunistic",31,1,4,0,3,0,"newton-2","<No detail>","https://trello.com/c/lJduUqPL/85-osau16-ubuntu-16-04-support-role-os-rally"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_nova>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/XRR1nRZ7/84-osau16-ubuntu-16-04-support-role-os-nova"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_nova>","opportunistic",31,1,4,0,3,0,"Low Priority","<No detail>","https://trello.com/c/XRR1nRZ7/84-osau16-ubuntu-16-04-support-role-os-nova"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_nova>","opportunistic",31,1,4,0,3,0,"newton-2","<No detail>","https://trello.com/c/XRR1nRZ7/84-osau16-ubuntu-16-04-support-role-os-nova"
"OSIC - Deploy - OSA/OPS/ Ref Imp","Accepted Backlog","OSAU16 -- Ubuntu 16.04 support -- ROLE: <os_zaqar>","opportunistic",31,1,4,0,3,0,"OSA","<No detail>","https://trello.com/c/nqbRvJwh/89-osau16-ubuntu-16-04-support-role-os-zaqar"
